Resource Name,County,National Register Date,National Register Number,Longitude,Latitude,Location
New Brighton Village Hall,Richmond,12/15/1978,90NR01045,-74.09590867889956,40.64310909763093,"(40.64310909763093, -74.09590867889956)"
Office Building and U.S. Light-House Depot Complex,Richmond,09/15/1983,90NR01032,-74.07426101250415,40.64137411526303,"(40.64137411526303, -74.07426101250415)"
Old Orchard Shoal Light Station,Richmond,09/20/2006,06NR05606,-74.09884744009645,40.51233433765344,"(40.51233433765344, -74.09884744009645)"
Our Lady of Mount Carmel Grotto,Richmond,11/02/2000,00NR01652,-74.07480799398571,40.61221587542486,"(40.61221587542486, -74.07480799398571)"
Poillon-Sequine-Britton House,Richmond,02/02/1984,90NR01015,-74.13988264666672,40.54561530555688,"(40.54561530555688, -74.13988264666672)"
Reformed Church on Staten Island,Richmond,01/20/2005,04NR05269,-74.13271651255747,40.63969157290257,"(40.63969157290257, -74.13271651255747)"
Richmond Terrace Cemeteries,Richmond,03/22/2016,15NR00117,-74.1203955803449,40.63884260443724,"(40.63884260443724, -74.1203955803449)"
Sailors' Snug Harbor,Richmond,03/16/1972,90NR01018,-74.10321057090614,40.64245410257359,"(40.64245410257359, -74.10321057090614)"
Scott-Edwards House,Richmond,02/11/1983,90NR01016,-74.12353779108902,40.62880952604966,"(40.62880952604966, -74.12353779108902)"
Seaview Hospital,Richmond,09/07/2005,04NR05341,-74.13232647124762,40.59149313679387,"(40.59149313679387, -74.13232647124762)"
Seguine House,Richmond,05/06/1980,90NR01023,-74.19739230606581,40.51452858314725,"(40.51452858314725, -74.19739230606581)"
Silver Lake Cemetery,Richmond,02/21/2017,16NR00113,-74.096758535464,40.62070965491088,"(40.62070965491088, -74.096758535464)"
St. Alban's Episcopal Church,Richmond,10/29/1982,90NR01040,-74.16051739790059,40.54388578862439,"(40.54388578862439, -74.16051739790059)"
STANDARD OIL COMPANY NO. 16 (harbor tug),Richmond,11/29/2001,01NR01861,-74.15954591663322,40.63846605989634,"(40.63846605989634, -74.15954591663322)"
Staten Island Borough Hall and Richmond County Courthouse,Richmond,10/06/1983,90NR01036,-74.0761631960166,40.64268019259769,"(40.64268019259769, -74.0761631960166)"
Staten Island Light,Richmond,11/30/2005,05NR05490,-74.14126176813868,40.57611066870741,"(40.57611066870741, -74.14126176813868)"
Staten Island Lighthouse,Richmond,,93NR00440,-74.14126176813868,40.57611066870741,"(40.57611066870741, -74.14126176813868)"
St. John's Church Complex,Richmond,,94NR00547,-74.0632556342791,40.61149345390376,"(40.61149345390376, -74.0632556342791)"
St. Paul's Memorial Church and Rectory,Richmond,11/21/1980,90NR01043,-74.07888455323662,40.63206956350957,"(40.63206956350957, -74.07888455323662)"
Sylvan Grove Cemetery,Richmond,08/24/2015,15NR00038,-74.1921602591363,40.59138772583809,"(40.59138772583809, -74.1921602591363)"
Temple Emanu-El,Richmond,08/02/2007,06NR05684,-74.13360255146492,40.63228935538262,"(40.63228935538262, -74.13360255146492)"
Third District U.S. Lighthouse Depot,Richmond,,00NR01716,-74.07364419509409,40.64135123796699,"(40.64135123796699, -74.07364419509409)"
"Van Duzer Street, Houses at 364 and 390",Richmond,11/14/1982,90NR01042,-74.08012683973124,40.6289626829986,"(40.6289626829986, -74.08012683973124)"
Voorlezer's House,Richmond,10/15/1966,90NR01038,-74.14754361505531,40.57150713996793,"(40.57150713996793, -74.14754361505531)"
"Ward, Caleb T., Mansion",Richmond,07/26/1982,90NR01026,-74.08126232642003,40.6324357347326,"(40.6324357347326, -74.08126232642003)"
Ward's Point Conservation Area,Richmond,09/29/1982,90NR01035,-74.25191172810729,40.50126893740413,"(40.50126893740413, -74.25191172810729)"
West Bank Light Station,Richmond,05/23/2006,06NR05648,-74.04306801678297,40.5379651958023,"(40.5379651958023, -74.04306801678297)"
William S. Pendleton House,Richmond,10/20/2014,14NR06552,-74.09208478968694,40.64147293088626,"(40.64147293088626, -74.09208478968694)"
Woodrow Methodist Church,Richmond,10/29/1982,90NR01041,-74.20106760315065,40.54333074354374,"(40.54333074354374, -74.20106760315065)"
"23 Main Street, Nyack",Rockland,06/07/2017,16NR00096,-73.91604114575406,41.09033075015253,"(41.09033075015253, -73.91604114575406)"
"Andre, Major John, Monument",Rockland,11/08/2006,06NR05587,-73.95483304436254,41.02129270395531,"(41.02129270395531, -73.95483304436254)"
Bear Mountain Bridge and Toll House,Rockland,11/23/1982,90NR02410,-73.98414045564111,41.31998586025724,"(41.31998586025724, -73.98414045564111)"
BEAR MOUNTAIN INN,Rockland,08/22/2002,02NR01932,-73.989490954424,41.31312495961882,"(41.31312495961882, -73.989490954424)"
Big House,Rockland,07/12/1990,90NR03072,-73.91273769729791,41.012255476315,"(41.012255476315, -73.91273769729791)"
Blauvelt-Cropsey Farm,Rockland,01/31/2017,16NR00095,-74.00007746619836,41.13238625496029,"(41.13238625496029, -74.00007746619836)"
Blauvelt House,Rockland,03/28/1985,90NR02398,-73.98712665866479,41.17114936799854,"(41.17114936799854, -73.98712665866479)"
"Blauvelt, Johannes Isaac, House",Rockland,,08NR05926,-73.96388054622248,41.07698546049897,"(41.07698546049897, -73.96388054622248)"
Brick Church Complex,Rockland,09/07/1984,90NR02406,-74.06454688704156,41.14043266162519,"(41.14043266162519, -74.06454688704156)"
Brook Chapel,Rockland,02/01/2010,09NR06016,-74.17411080808616,41.12404888757548,"(41.12404888757548, -74.17411080808616)"
Brookside,Rockland,07/10/2012,12NR06315,-73.91821460161769,41.10564534836991,"(41.10564534836991, -73.91821460161769)"
Christ Church,Rockland,05/18/2011,10NR06188,-73.92660818205309,41.02987587086726,"(41.02987587086726, -73.92660818205309)"
Cliffside,Rockland,07/12/1990,90NR03073,-73.90344836806517,41.00793819014383,"(41.00793819014383, -73.90344836806517)"
Closter Road--Oak Tree Road Historic District,Rockland,07/12/1990,90NR03078,-73.91648109386782,41.01222368488309,"(41.01222368488309, -73.91648109386782)"
Commander,Rockland,09/27/1984,90NR02399,-73.97510939744245,41.23123794307219,"(41.23123794307219, -73.97510939744245)"
"Concklin, Abner, House",Rockland,08/06/1987,90NR02404,-73.92016120771923,41.00713157739489,"(41.00713157739489, -73.92016120771923)"
Contempora House,Rockland,04/29/2009,08NR05923,-74.01786991463561,41.18288303730674,"(41.18288303730674, -74.01786991463561)"
"DeBaun, John, Mill",Rockland,09/02/1993,93NR00448,-74.10386361198172,41.11274490610241,"(41.11274490610241, -74.10386361198172)"
Dederer Stone House 'Stonehurst',Rockland,12/31/2002,02NR04993,-73.92170948016256,41.03178188873591,"(41.03178188873591, -73.92170948016256)"
"DePew, Peter, House",Rockland,07/03/2008,07NR05796,-73.97718296334142,41.17148335563832,"(41.17148335563832, -73.97718296334142)"
De Wint House,Rockland,10/15/1966,90NR02400,-73.94616400363012,41.01966092796098,"(41.01966092796098, -73.94616400363012)"
English Church and Schoolhouse,Rockland,11/23/1977,90NR02397,-74.0318075978656,41.15020363940449,"(41.15020363940449, -74.0318075978656)"
First Methodist Episcopal Church of Nyack,Rockland,02/20/1998,98NR01295,-73.9174650644126,41.10362036969884,"(41.10362036969884, -73.9174650644126)"
First Reformed Church of Piermont,Rockland,11/09/2015,15NR00071,-73.91641966257713,41.03613086184379,"(41.03613086184379, -73.91641966257713)"
Fraser-Hoyer House,Rockland,04/22/1976,90NR02418,-73.98859348445457,41.2115238177399,"(41.2115238177399, -73.98859348445457)"
Gurnee-Sherwood House,Rockland,07/19/2011,10NR06189,-74.09716378345497,41.15938199486517,"(41.15938199486517, -74.09716378345497)"
Haddock's Hall,Rockland,06/20/1991,91NR03343,-73.9186880541966,41.03531983481589,"(41.03531983481589, -73.9186880541966)"
Haring-Eberle House,Rockland,07/12/1990,90NR03074,-73.91446720934138,41.0141329886761,"(41.0141329886761, -73.91446720934138)"
Homestead,Rockland,11/10/1983,90NR02411,-73.96510250743547,41.19336600274507,"(41.19336600274507, -73.96510250743547)"
"Hopper, Edward, Birthplasce and Boyhood Home",Rockland,04/06/2000,00NR01583,-73.91810486252427,41.09329216446429,"(41.09329216446429, -73.91810486252427)"
Hopson-Swan Estate,Rockland,11/23/1992,95NR00830,-73.91658851440951,41.02683926644684,"(41.02683926644684, -73.91658851440951)"
Houser-Conklin House,Rockland,10/01/2010,10NR06142,-74.06604077457925,41.13439433367089,"(41.13439433367089, -74.06604077457925)"
H.R. Stevens House,Rockland,01/14/2005,04NR05229,-73.97259957640385,41.1510971419594,"(41.1510971419594, -73.97259957640385)"
King's Daughters Public Library,Rockland,08/09/1991,91NR00087,-73.96062294957508,41.1965925054813,"(41.1965925054813, -73.96062294957508)"
Ladentown United Methodist Church,Rockland,09/07/2005,05NR05445,-74.06743780755967,41.18539070253471,"(41.18539070253471, -74.06743780755967)"
Little House,Rockland,07/12/1990,90NR03076,-73.9123025785271,41.01192845175461,"(41.01192845175461, -73.9123025785271)"
"McCready, Robert W. and Mary F., House",Rockland,10/04/2011,09NR06039,-74.1929846295978,41.16432007377141,"(41.16432007377141, -74.1929846295978)"
"McCullers, Carson, House",Rockland,07/14/2006,04NR05385,-73.91914974603182,41.08598984258129,"(41.08598984258129, -73.91914974603182)"
Michael Salyer Stone House,Rockland,12/31/2002,02NR04996,-73.9875419830583,41.05168796729682,"(41.05168796729682, -73.9875419830583)"
Mount Moor African American Cemetery,Rockland,08/29/1994,94NR00711,-73.9585627901334,41.09636822716546,"(41.09636822716546, -73.9585627901334)"
Neiderhurst,Rockland,07/12/1990,90NR03077,-73.9064574844168,41.00866116596804,"(41.00866116596804, -73.9064574844168)"
North Main Street School,Rockland,02/28/2008,07NR05728,-74.04355127267658,41.12085134648584,"(41.12085134648584, -74.04355127267658)"
Old Sloatsburg Cemetery,Rockland,07/23/1999,99NR01489,-74.19612701910667,41.15367430700912,"(41.15367430700912, -74.19612701910667)"
Onderdonk House,Rockland,09/28/2006,06NR05581,-73.91875421421896,41.04765045421586,"(41.04765045421586, -73.91875421421896)"
Palisades Interstate Park,Rockland,10/15/1966,90NR02401,-73.92277705241925,40.95884145271509,"(40.95884145271509, -73.92277705241925)"
"Peck, Henry M., House",Rockland,11/02/2000,00NR01648,-73.98700148561646,41.2123745216777,"(41.2123745216777, -73.98700148561646)"
"Perry, Jacob, House",Rockland,07/03/2003,03NR05077,-73.99086847779306,41.05420042083433,"(41.05420042083433, -73.99086847779306)"
Philadelphia Toboggan Company Carousel No. 15,Rockland,06/08/2001,01NR01789,-73.95582064320274,41.09657302665993,"(41.09657302665993, -73.95582064320274)"
Piermont Railroad Station,Rockland,12/03/2008,06NR05630,-73.91846011926968,41.0416021967449,"(41.0416021967449, -73.91846011926968)"
"Poor, Henry Varnum, House",Rockland,12/11/2007,07NR05760,-74.01618254705369,41.18189816354185,"(41.18189816354185, -74.01618254705369)"
Ramapo Central School District,Rockland,08/05/2015,15NR00034,-74.17014390618198,41.12490507567257,"(41.12490507567257, -74.17014390618198)"
Residence,Rockland,01/27/2015,14NR06603,-73.91749619552877,41.03704537886095,"(41.03704537886095, -73.91749619552877)"
Rockland County Courthouse and Dutch Gardens,Rockland,01/03/1991,91NR00049,-73.9904635010933,41.14687070098886,"(41.14687070098886, -73.9904635010933)"
Rockland Print Works,Rockland,10/23/2014,13NR06438,-73.99127918035444,41.20744072644075,"(41.20744072644075, -73.99127918035444)"
Rockland Road Bridge,Rockland,12/07/2005,04NR05390,-73.91916067313893,41.03505089944838,"(41.03505089944838, -73.91916067313893)"
Rockland Road Bridge Historic District,Rockland,09/29/2011,10NR06187,-73.91881065985984,41.03488592510037,"(41.03488592510037, -73.91881065985984)"
"Rose, William H., House",Rockland,04/15/1999,99NR01452,-73.98411135831074,41.23353836644658,"(41.23353836644658, -73.98411135831074)"
Ross-Hand Mansion,Rockland,09/08/1983,90NR02419,-73.92291429433342,41.08662121502613,"(41.08662121502613, -73.92291429433342)"
Saint Paul's Methodist Church,Rockland,03/12/2001,01NR01741,-73.91994743203782,41.08605617016699,"(41.08605617016699, -73.91994743203782)"
"Salyer, Edward, House",Rockland,09/04/1986,90NR02402,-74.01396617238075,41.05141292734941,"(41.05141292734941, -74.01396617238075)"
Seaman-Knapp House,Rockland,05/24/2012,12NR06311,-74.05929745950792,41.18650192812266,"(41.18650192812266, -74.05929745950792)"
Seven Oaks,Rockland,07/12/1990,90NR03079,-73.90919067873733,41.0064709882781,"(41.0064709882781, -73.90919067873733)"
Shadowcliff,Rockland,04/07/2014,13NR06514,-73.91561781737137,41.10893053315839,"(41.10893053315839, -73.91561781737137)"
Sloat House,Rockland,11/05/1974,90NR02420,-74.19404984287856,41.15175172828652,"(41.15175172828652, -74.19404984287856)"
"Sloat, Jacob, House",Rockland,12/22/2006,06NR05588,-74.19464242194562,41.15539311625923,"(41.15539311625923, -74.19464242194562)"
Sloat's Dam and Mill Pond,Rockland,04/06/2000,00NR01597,-74.18916570357712,41.15785388470036,"(41.15785388470036, -74.18916570357712)"
Sparkill Creek Drawbridge,Rockland,03/28/1985,90NR02421,-73.91596980784242,41.03748063086051,"(41.03748063086051, -73.91596980784242)"
Stony Point Battlefield,Rockland,01/20/1961,90NR02408,-73.97634154016087,41.24107585061434,"(41.24107585061434, -73.97634154016087)"
Stony Point District School No. 4,Rockland,01/04/2012,11NR06284,-74.02150787953389,41.23791110225884,"(41.23791110225884, -74.02150787953389)"
Stony Point Lighthouse,Rockland,05/29/1979,90NR02409,-73.97183534904893,41.24137463293317,"(41.24137463293317, -73.97183534904893)"
St. Paul's Episcopal Church,Rockland,07/02/2008,07NR05798,-74.04592082627515,41.10895320477002,"(41.10895320477002, -74.04592082627515)"
Tallman–Budke & Vanderbilt–Budke–Traphagen Houses,Rockland,07/03/2017,16NR00126,-73.98728399858679,41.11642320177295,"(41.11642320177295, -73.98728399858679)"
Tappan Historic District,Rockland,04/26/1990,90NR03263,-73.94876318727654,41.02242581038922,"(41.02242581038922, -73.94876318727654)"
Tappan Zee Playhouse,Rockland,07/21/1983,90NR02413,-73.91892792953028,41.09012227721612,"(41.09012227721612, -73.91892792953028)"
Terneur-Hutton House,Rockland,04/23/1973,90NR02396,-73.97310501529509,41.08323094070089,"(41.08323094070089, -73.97310501529509)"
The USCO church at Garnerville,Rockland,05/03/2016,15NR00125,-73.99501129767765,41.20671508350639,"(41.20671508350639, -73.99501129767765)"
Torne Brook Farm,Rockland,05/19/1988,90NR02407,-74.16353690057355,41.14052767143531,"(41.14052767143531, -74.16353690057355)"
United States Post Office-Haverstraw,Rockland,11/17/1988,90NR02412,-73.9607652678689,41.19626044929792,"(41.19626044929792, -73.9607652678689)"
United States Post Office-Nyack,Rockland,05/11/1989,90NR02414,-73.91930296538162,41.08885129017109,"(41.08885129017109, -73.91930296538162)"
United States Post Office-Pearl River,Rockland,11/17/1988,90NR02405,-74.02202285314355,41.0577621162966,"(41.0577621162966, -74.02202285314355)"
United States Post Office-Spring Valley,Rockland,05/11/1989,90NR02415,-74.04580507745247,41.1130076978942,"(41.1130076978942, -74.04580507745247)"
United States Post Office-Suffern,Rockland,05/11/1989,90NR02416,-74.15242883413171,41.11643928719794,"(41.11643928719794, -74.15242883413171)"
Upper Nyack Firehouse,Rockland,09/23/1982,90NR02422,-73.91753868224845,41.10134798251438,"(41.10134798251438, -73.91753868224845)"
Van Houten's Landing Historic District,Rockland,08/20/2004,03NR05117,-73.91619496517849,41.10070509620654,"(41.10070509620654, -73.91619496517849)"
Washington Avenue Soldier's Monument and Triangle,Rockland,07/26/2006,05NR05517,-74.14955402579655,41.11484953709052,"(41.11484953709052, -74.14955402579655)"
Washington Spring Road--Woods Road Historic District,Rockland,07/12/1990,90NR03080,-73.90618546017572,41.01174402764848,"(41.01174402764848, -73.90618546017572)"
Wayside Chapel (Former),Rockland,04/06/2000,00NR01596,-73.92012206632567,41.07345579935002,"(41.07345579935002, -73.92012206632567)"
William Ferdon House,Rockland,05/18/2011,10NR06141,-73.91861333502622,41.03447828356207,"(41.03447828356207, -73.91861333502622)"
Abraham Best House,Saratoga,07/14/2011,10NR06157,-73.8257778951014,42.81215163279739,"(42.81215163279739, -73.8257778951014)"
Barker General Store,Saratoga,04/01/2002,02NR01894,-74.10426002055031,43.22205987762825,"(43.22205987762825, -74.10426002055031)"
Batchellerville Presbyterian Church,Saratoga,06/16/2000,99NR01546,-74.08129618571974,43.20933182695702,"(43.20933182695702, -74.08129618571974)"
Broadway Historic District,Saratoga,09/13/1979,90NR02600,-73.78240965683877,43.08880588713674,"(43.08880588713674, -73.78240965683877)"
Broadway Historic District (Boundary Increase),Saratoga,04/15/1983,90NR02602,-73.77825160062864,43.09352934017494,"(43.09352934017494, -73.77825160062864)"
Broadway Historic District Expansion,Saratoga,02/25/1994,93NR00472,-73.78645803144761,43.09133686834901,"(43.09133686834901, -73.78645803144761)"
Brookside,Saratoga,05/21/1975,90NR02608,-73.85520126271348,43.00210318482093,"(43.00210318482093, -73.85520126271348)"
Bullard Block,Saratoga,09/16/2009,08NR05961,-73.58123235769364,43.09898729697333,"(43.09898729697333, -73.58123235769364)"
Calvary Episcopal Church,Saratoga,01/17/2017,16NR00058,-73.89165965891239,42.90983423340531,"(42.90983423340531, -73.89165965891239)"
Casino-Congress Park-Circular Street Historic District,Saratoga,02/27/1987,90NR02850,-73.78370603898146,43.07752040142763,"(43.07752040142763, -73.78370603898146)"
Catawissa (coastal tugboat),Saratoga,08/08/1996,96NR01011,-73.97726960944385,41.92063069282522,"(41.92063069282522, -73.97726960944385)"
Charlton Historic District,Saratoga,01/01/1976,90NR02586,-73.96465620913098,42.93353462480384,"(42.93353462480384, -73.96465620913098)"
Clifton Park Center Baptist Church and Cemetery,Saratoga,09/24/2004,02NR04968,-73.83066170112788,42.85886399027832,"(42.85886399027832, -73.83066170112788)"
Clifton Park Hotel,Saratoga,06/18/1998,98NR01328,-73.7704282653457,42.8661695055042,"(42.8661695055042, -73.7704282653457)"
Col. Sidney Berry House,Saratoga,12/12/2003,03NR05115,-73.58523169237283,43.21299785607611,"(43.21299785607611, -73.58523169237283)"
Copeland Carriage Shop,Saratoga,05/25/2018,18NR00010,-74.10151843865997,43.22066625477863,"(43.22066625477863, -74.10151843865997)"
Copeland Covered Bridge,Saratoga,08/06/1998,98NR01364,-74.10053026220302,43.22070226093151,"(43.22070226093151, -74.10053026220302)"
Crescent Methodist Episcopal Church,Saratoga,02/10/2000,97NR01245,-73.73116455807528,42.82506705558319,"(42.82506705558319, -73.73116455807528)"
Cyrus Rexford House,Saratoga,01/14/2011,10NR06156,-73.88931122829939,42.85555025880653,"(42.85555025880653, -73.88931122829939)"
David Rayfiel House,Saratoga,11/10/2009,09NR06003,-73.94282732469497,43.29958359533938,"(43.29958359533938, -73.94282732469497)"
"Drinkhall, The",Saratoga,11/20/1974,90NR02597,-73.78660460955253,43.0783865536464,"(43.0783865536464, -73.78660460955253)"
Dunning Street Cemetery,Saratoga,02/23/2015,14NR06605,-73.79554177224443,42.97163485793589,"(42.97163485793589, -73.79554177224443)"
Dutch Reformed Church of Gansevoort,Saratoga,01/20/1995,95NR00802,-73.65179346109095,43.19823290067798,"(43.19823290067798, -73.65179346109095)"
East Side Historic District,Saratoga,10/29/1982,90NR02601,-73.77782605879707,43.0804818905032,"(43.0804818905032, -73.77782605879707)"
Eli & Diadama Beecher House,Saratoga,12/22/2015,15NR00094,-74.10278414333573,43.22143665664708,"(43.22143665664708, -74.10278414333573)"
"Ellsworth, Col. Elmer E., Monument and Grave",Saratoga,11/13/1976,90NR02606,-73.69187380342997,42.89819242555587,"(42.89819242555587, -73.69187380342997)"
Gansevoort Mansion,Saratoga,06/23/1976,90NR02591,-73.65284960587891,43.19620930232031,"(43.19620930232031, -73.65284960587891)"
Gideon Putnam Burying Ground,Saratoga,12/12/2003,03NR05093,-73.7909420251889,43.07872799344328,"(43.07872799344328, -73.7909420251889)"
Grant Cottage,Saratoga,02/18/1971,90NR02590,-73.74318241128739,43.19996636814778,"(43.19996636814778, -73.74318241128739)"
Grooms Tavern Complex,Saratoga,02/10/2000,00NR01576,-73.84454610887161,42.83474025481582,"(42.83474025481582, -73.84454610887161)"
Hadley Mountain Fire Observation Station,Saratoga,09/23/2001,00NR01667,-73.96208031700321,43.37328984480505,"(43.37328984480505, -73.96208031700321)"
Hadley Parabolic Bridge,Saratoga,03/25/1977,90NR02588,-73.8450127827634,43.31401429296428,"(43.31401429296428, -73.8450127827634)"
International Paper Administration Building & Time Office,Saratoga,08/18/2017,17NR00016,-73.81782988264018,43.24758291101152,"(43.24758291101152, -73.81782988264018)"
Jonesville Cemetery,Saratoga,04/07/2014,13NR06512,-73.8209509281779,42.90934366626889,"(42.90934366626889, -73.8209509281779)"
Jonesville Store,Saratoga,01/14/2011,10NR06160,-73.82336669111469,42.91022216777154,"(42.91022216777154, -73.82336669111469)"
Marshall House,Saratoga,08/22/2002,02NR01910,-73.57991101675907,43.11136931860033,"(43.11136931860033, -73.57991101675907)"
Mead House,Saratoga,05/12/2004,03NR05182,-74.02145346318726,43.01671965118754,"(43.01671965118754, -74.02145346318726)"
Mechanicville Hydroelectric Plant,Saratoga,11/13/1989,91NR00034,-73.6780909861617,42.87719976539686,"(42.87719976539686, -73.6780909861617)"
Mohawk Valley Grange,Saratoga,04/03/2012,10NR06162,-73.84347510505054,42.83340194641369,"(42.83340194641369, -73.84347510505054)"
Nathan Garnsey House,Saratoga,01/12/2012,10NR06163,-73.86608391849431,42.86963117176012,"(42.86963117176012, -73.86608391849431)"
Northside Historic District,Saratoga,12/04/1975,90NR02612,-73.69391062284393,42.78499952301808,"(42.78499952301808, -73.69391062284393)"
Noxon Bank Building,Saratoga,12/04/2003,03NR05136,-73.73213484099007,42.82389216669356,"(42.82389216669356, -73.73213484099007)"
Oakcliff,Saratoga,06/01/1998,93NR00446,-73.72910176117993,42.82468128568011,"(42.82468128568011, -73.72910176117993)"
Old Champlain Canal,Saratoga,09/01/1976,90NR02762,-73.62329037436831,42.98312317177689,"(42.98312317177689, -73.62329037436831)"
Old Champlain Canal,Saratoga,09/01/1976,90NR02762,-73.58386595669693,43.08132967816879,"(43.08132967816879, -73.58386595669693)"
Old Champlain Canal,Saratoga,09/01/1976,90NR02762,-73.67632891468075,42.92041951288753,"(42.92041951288753, -73.67632891468075)"
Old Champlain Canal,Saratoga,09/01/1976,90NR02762,-73.58134081039958,43.18618118738702,"(43.18618118738702, -73.58134081039958)"
Old Champlain Canal,Saratoga,09/01/1976,90NR02762,-73.41703861435408,43.51169803952984,"(43.51169803952984, -73.41703861435408)"
Old Champlain Canal,Saratoga,09/01/1976,90NR02762,-73.68254738635241,42.82469363003803,"(42.82469363003803, -73.68254738635241)"
Old Champlain Canal,Saratoga,09/01/1976,90NR02762,-73.49370112995837,43.37221854394615,"(43.37221854394615, -73.49370112995837)"
Old Champlain Canal,Saratoga,09/01/1976,90NR02762,-73.62446482458425,42.98150982556625,"(42.98150982556625, -73.62446482458425)"
Old Champlain Canal,Saratoga,09/01/1976,90NR02762,-73.67657454821541,42.92005836353287,"(42.92005836353287, -73.67657454821541)"
Old Champlain Canal,Saratoga,09/01/1976,90NR02762,-73.54104223853193,43.30984980448312,"(43.30984980448312, -73.54104223853193)"
Old Saratoga Reformed Church,Saratoga,11/07/1997,97NR01225,-73.58421103103859,43.09853461202302,"(43.09853461202302, -73.58421103103859)"
Ormsby--Laughlin Textile Companies Mill,Saratoga,03/20/1986,90NR02614,-73.68358354362529,42.78842013122166,"(42.78842013122166, -73.68358354362529)"
Packer Farm & Barkersville Store,Saratoga,08/27/2013,13NR06451,-74.0416665784644,43.09089890288983,"(43.09089890288983, -74.0416665784644)"
Park-Bentley House,Saratoga,04/21/1994,94NR00585,-73.62352861207324,43.30002830769681,"(43.30002830769681, -73.62352861207324)"
Petrified Sea Gardens,Saratoga,01/20/1999,99NR01522,-73.84406399473673,43.08317095056583,"(43.08317095056583, -73.84406399473673)"
Pure Oil Gas Station,Saratoga,10/18/1978,90NR02599,-73.78231061488373,43.07955156316424,"(43.07955156316424, -73.78231061488373)"
Round Lake Historic District,Saratoga,04/24/1975,90NR02761,-73.79498325280137,42.93756209207775,"(42.93756209207775, -73.79498325280137)"
Ruhle Road Lenticular Truss Bridge,Saratoga,09/04/2004,04NR05237,-73.81676039248038,42.9584955319311,"(42.9584955319311, -73.81676039248038)"
"Saratoga Gas, Electric Light and Power Co. Complex",Saratoga,05/01/2001,00NR01614,-73.77512652884182,43.09004039572351,"(43.09004039572351, -73.77512652884182)"
Saratoga National Historical Park,Saratoga,10/15/1966,90NR02592,-73.63467490272872,42.99530385167652,"(42.99530385167652, -73.63467490272872)"
Saratoga Spa State Park District,Saratoga,09/12/1985,90NR02846,-73.79818125790779,43.05539187419825,"(43.05539187419825, -73.79818125790779)"
Smith's Grain and Feed Store,Saratoga,05/08/2012,11NR06207,-73.82062687710884,42.89298386030892,"(42.89298386030892, -73.82062687710884)"
Stillwater United Church,Saratoga,09/28/2006,06NR05575,-73.65390033921561,42.93869000082124,"(42.93869000082124, -73.65390033921561)"
St. Stephen's Episcopal Church,Saratoga,04/06/2005,04NR05336,-73.58368658289761,43.09677265920197,"(43.09677265920197, -73.58368658289761)"
"Todd, Hiram Charles, House",Saratoga,05/31/1972,90NR02594,-73.78954916218805,43.08250980477252,"(43.08250980477252, -73.78954916218805)"
Union Avenue Historic District,Saratoga,04/04/1978,90NR02598,-73.76394488498836,43.07247404153906,"(43.07247404153906, -73.76394488498836)"
Union Mill Complex,Saratoga,06/17/1982,90NR02609,-73.85062208797626,43.00876837581527,"(43.00876837581527, -73.85062208797626)"
United States Post Office-Ballston Spa,Saratoga,11/17/1988,90NR02611,-73.84911432865395,43.00232252687713,"(43.00232252687713, -73.84911432865395)"
United States Post Office-Saratoga Springs,Saratoga,05/11/1989,90NR02605,-73.78520412973639,43.08357258312473,"(43.08357258312473, -73.78520412973639)"
URGER (canal tugboat),Saratoga,11/29/2001,01NR01869,-73.6871418171781,42.79656860006042,"(42.79656860006042, -73.6871418171781)"
Verbeck House,Saratoga,04/07/1983,90NR02610,-73.84923041434485,43.00007366686363,"(43.00007366686363, -73.84923041434485)"
Victory Mills,Saratoga,01/19/2010,08NR05962,-73.59061490151016,43.08958524619617,"(43.08958524619617, -73.59061490151016)"
Vischer Ferry Historic District,Saratoga,10/15/1975,90NR02587,-73.81243445012682,42.79258561802404,"(42.79258561802404, -73.81243445012682)"
Vischer Ferry Historic District (boundary increase),Saratoga,06/19/1997,97NR01167,-73.78995045849008,42.79314714487786,"(42.79314714487786, -73.78995045849008)"
Waterford Village Historic District,Saratoga,07/14/1977,90NR02613,-73.67853135648366,42.79082815341005,"(42.79082815341005, -73.67853135648366)"
West Charlton United Presbyterian Church,Saratoga,02/20/1998,97NR01253,-74.03060001418872,42.97282464020227,"(42.97282464020227, -74.03060001418872)"
"West, George, Residence",Saratoga,04/20/2005,04NR05335,-73.92796033430358,43.0669295640313,"(43.0669295640313, -73.92796033430358)"
West Side Historic District,Saratoga,04/04/1994,93NR00473,-73.79068036391295,43.0841578097016,"(43.0841578097016, -73.79068036391295)"
Wiggins-Collamer House,Saratoga,10/31/2007,07NR05746,-73.79154837632758,42.99470229706609,"(42.99470229706609, -73.79154837632758)"
Abrahams Farmhouse,Schenectady,10/11/1984,90NR02616,-74.18980171439152,42.80831971962086,"(42.80831971962086, -74.18980171439152)"
Alexandra Apartment Hotel,Schenectady,08/08/2019,19NR00037,-73.94913854023319,42.81549274304893,"(42.81549274304893, -73.94913854023319)"
Avery Farmhouse,Schenectady,10/11/1984,90NR02617,-74.23529528576803,42.77147631483939,"(42.77147631483939, -74.23529528576803)"
"Barney, H.S., Building",Schenectady,07/19/1984,90NR02663,-73.94533267751336,42.81520566240621,"(42.81520566240621, -73.94533267751336)"
